Дата счета,ID Счета,ID позиции счета,ID заявки,Наименование позиции в счете,Наименование позиции в заявке,Кол-во позиций в счете,Стоимость позиции
2022-04-22 11:40:50.036,89846,452968,45015,3048475 KX-ЭЛЕМЕНТЫ КРЕПЛЕНИЯ ШИНОПРОВОДА ПРИ ВЕРТИКАЛЬНОМ КРЕПЛЕНИИ,"Шинопроводная система №2 до 630А, IP55  3P, iC60N+N+PE(корпус), Iном.=630[А], Uном.=400[В], IP55 см. лист 130 ООО ЭК «ТЕМА»
ООО «ЕАЕ»",0.0,95472.0
2022-04-22 11:40:50.036,89846,452969,45015,"3047874 КХ-КВ КАРКАСНАЯ ОПОРА ПРИ ВЕРТИКАЛЬНОМ КРЕПЛЕНИИ (В=250,С=240)","Шинопроводная система №2 до 630А, IP55  3P, iC60N+N+PE(корпус), Iном.=630[А], Uном.=400[В], IP55 см. лист 130 ООО ЭК «ТЕМА»
ООО «ЕАЕ»",0.0,84456.0
2022-04-22 11:40:50.036,89846,452970,45015,5000023 АНКЕР БОЛТ С ГАЙКОЙ ЕАЕ М10 (ЛАК.ПОКРЫТИЕ),"Шинопроводная система №2 до 630А, IP55  3P, iC60N+N+PE(корпус), Iном.=630[А], Uном.=400[В], IP55 см. лист 130 ООО ЭК «ТЕМА»
ООО «ЕАЕ»",0.0,459.04
2022-04-22 11:40:50.036,89846,452971,45015,5000032 ЭЛЕМЕНТЫ МОНТАЖА( стержень нарезной)(M10X1000) лаковое покрытие,"Шинопроводная система №2 до 630А, IP55  3P, iC60N+N+PE(корпус), Iном.=630[А], Uном.=400[В], IP55 см. лист 130 ООО ЭК «ТЕМА»
ООО «ЕАЕ»",0.0,1764.64
2022-04-22 11:40:50.036,89846,452972,45015,1000522 М10 ГАЙКА ШЕСТИГРАННАЯ (ЛАК. ПОКРЫТИЕ)(DIN 934),"Шинопроводная система №2 до 630А, IP55  3P, iC60N+N+PE(корпус), Iном.=630[А], Uном.=400[В], IP55 см. лист 130 ООО ЭК «ТЕМА»
ООО «ЕАЕ»",0.0,153.12
2022-04-22 11:40:50.036,89846,452973,45015,1000504 М10 ШАЙБА (ЛАК. ПОКРЫТИЕ)(DIN 125),"Шинопроводная система №2 до 630А, IP55  3P, iC60N+N+PE(корпус), Iном.=630[А], Uном.=400[В], IP55 см. лист 130 ООО ЭК «ТЕМА»
ООО «ЕАЕ»",0.0,30.72
2022-04-22 11:40:50.036,89846,452974,45015,5000023 АНКЕР БОЛТ С ГАЙКОЙ ЕАЕ М10 (ЛАК.ПОКРЫТИЕ),"Шинопроводная система №2 до 630А, IP55  3P, iC60N+N+PE(корпус), Iном.=630[А], Uном.=400[В], IP55 см. лист 130 ООО ЭК «ТЕМА»
ООО «ЕАЕ»",0.0,5508.48
2022-04-22 11:49:33.829,89852,452984,45006,Кирпич рядовой одинарный полнотелый M150(ГОСТ 530-2012)Мстера,Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,21.0912,297440.0
2022-04-22 12:31:16.344,89877,453069,45006,Кирпич одинарный строительный полнотелый М-150 Смоленский,Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,25.35,361140.0
2022-04-22 12:46:58.577,89888,453101,45006,Кирпич одинарный строительный полнотелый М-150 Смоленский,Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,88.725,1263990.0
2022-04-22 13:14:31.140,89896,453127,32680,Приставка телевизионная 4К IPTV Vermax UHD250X2G,ТВ Приставка телевизионная UHD250X2G Vermax,111.0,575757.0
2022-04-22 13:58:34.143,89909,453185,49340,"Ремонт (К970 111/16"" Бензорез Husqvarna) (Сер.№ 20213700279)","Ремонт (К970 111/16"" Бензорез Husqvarna) (Сер.№ 20213700279)",1.0,5445.0
2022-04-25 09:27:47.473,90095,453732,48957,Кирпич рядовой полнотелый М-150 (250х120х65мм) Кучино,Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,35.3,471744.0
2022-04-25 09:50:41.155,90104,453760,49255,Труба ВГП 25x3.2 дл.6000 мм ГОСТ 3262-75,Труба электросварная 25х3.2 ст. 09Г2С 6 м,180.0,34110.0
2022-04-25 09:50:41.155,90104,453761,49255,Заглушка пластиковая Ду25 мм,Заглушка D=25 (ПЛАСТИК) Круглая для метал труба,50.0,2500.0
2022-04-25 09:50:41.155,90104,453762,49255,Труба проф. 100x100x4 СтЗспб дл.6000 мм ГОСТ 8639-82,Труба профильная квадратная 100х100х4.5 ст. 3 ГОСТ 8639-82  (6 м),12.0,11319.6
2022-04-25 09:50:41.155,90104,453763,49255,Труба проф. 40x40x2.0 СтЗспб дл.6000 мм ГОСТ 8639-82,Труба профильная квадратная 40х40х2 ст. 3,72.0,13644.0
2022-04-25 09:50:41.155,90104,453764,49255,Угловая сталь 40x40x4 мм Ст.Зпс/сп дл.6000 мм ГОСТ 8509-93,Уголок стальной 40x40x4,24.0,5640.0
2022-04-25 09:50:41.155,90104,453765,49255,Угловая сталь 32x32x4 мм Ст.Зпс/сп дл.6000 мм ГОСТ 8509-93,Уголок металлический 30х30х2.5 09Г2С,24.0,4728.0
2022-04-25 09:50:41.155,90104,453766,49460,Доставка,Доставка,1.0,8000.0
2022-04-25 10:13:57.679,90136,453850,49371,Переходник ЗУБР Мастер SDS+ на патрон 2906_z01,"Matrix Адаптер на резьбу М12х1,25 мм, SDS PLUS// Matrix",10.0,1224.0
2022-04-25 10:13:57.679,90136,453851,49371,уровень 600 мм двутавровый Рельс СИБИН,Уровень строительный USP 18285 500 мм,5.0,990.0
2022-04-25 10:13:57.679,90136,453852,49371,"Круг отрезной абразивный по металлу, для УШМ, 125x1,0мм, Зубр Мастер",металлический диск по металлу 125мм,200.0,5280.0
2022-04-25 10:13:57.679,90136,453853,49371,"Бур SDS-max 25 х 880/1000 мм, Профессионал ЗУБР","Бур DEWALT EXTREME DT9426, SDS-max, 25 x 920 x 800 мм, 4-cut",5.0,16390.0
2022-04-25 10:37:13.361,90144,453894,48614,Уголок 140*140*12 ст 3 СП/ПС-5,Уголок металлический 140х140х12 ГОСТ 8509-93,141.0,422370.0
2022-04-25 10:37:13.361,90144,453895,48614,Балка 40Ш1 ГОСТ Р57837-2017,Балка двутавровая (двутавр) 40Ш1 ГОСТ P57837-2017,36.0,309430.0
2022-04-25 10:37:13.361,90144,453896,48614,Лист 10*1500*6000 стСтЗпс/сп5,Лист стальной горячекатаный 10 мм ст1-3 ГОСТ 19903-2015 1500х3000мм,24.0,175630.0
2022-04-25 10:37:13.361,90144,453897,48614,Лист 16*1500*6000 г/к стЗспб ГОСТ 14637-89,Лист стальной горячекатаный 16 мм ст1-3 ГОСТ 19903-2015 2000х3000мм,9.0,110880.0
2022-04-25 10:37:13.361,90144,453898,48614,Уголок 140x90x10 стЗ гост 8510-86,Уголок металлический 140х90х10 09Г2С ГОСТ 8509-93,24.0,67645.0
2022-04-25 10:37:13.361,90144,453899,49493,Транспортные услуги,Транспортные услуги,1.0,17000.0
2022-04-25 10:34:16.691,90145,453900,48563,Швеллер 16 ГОСТ 8240-97 стЗсп5 ГОСТ 535-2005,Швеллер 16 П СТ3СП - 5 ГОСТ 8240-97,120.0,168070.0
2022-04-25 10:34:16.691,90145,453901,48563,"Уголок 100*100*7 (12,0) ГОСТ8509-93. ст Зпс","Уголок 100*100*7  гост 8509-93, ст3пс",36.0,33687.5
2022-04-25 11:35:21.964,90207,454401,49504,Датчик LLMS 2М,Датчик LLMS 2М,1.0,85960.0
2022-04-25 11:35:21.964,90207,454402,49504,СПРЕИ-ОЧИСТИТЕЛЬ-ТОРМОЗОВ-бООМЛ,СПРЕИ-ОЧИСТИТЕЛЬ-ТОРМОЗОВ-бООМЛ,2.0,620.0
2022-04-25 11:35:21.964,90207,454403,49504,Замена датчика LLMS и калибровка погрузчика,Замена датчика LLMS и калибровка погрузчика,5.0,11000.0
2022-04-25 11:35:21.964,90207,454404,49504,Выезд специалиста в пределах МКАД,Выезд специалиста в пределах МКАД,2.0,4200.0
2022-04-25 11:45:52.801,90232,454321,49371,"Муфта труба-труба с ограничителем, IP40, д.20мм (упак. 100 шт)","Муфта труба-труба с ограничителем, IP40, д.20мм 54920",1500.0,10140.0
2022-04-25 11:45:52.801,90232,454322,49371,"Муфта труба-труба с ограничителем, IP40, д.25мм (упак. 100 шт)","Муфта труба-труба с ограничителем, IP40, д.25мм  54925R2",1000.0,8060.0
2022-04-25 12:44:03.100,90282,454488,48957,"Штукатурка цементная PH МН ОСНОВИТ ТЕХНО РС21/1 М, 25кг",Цементная штукатурка машинного нанесения KREISEL OPTIMA-PUTZ 521,19500.0,183300.0
2022-04-25 12:48:30.440,90290,454518,49487,"Отрезной диск SC 41/355x2,5мм PRO+ 1шт (заказ кратно 10 шт)",Отрезной диск по металу MILWAUKEE SC 41 / 355 X 2.5 X 25 ММ (Арт.4932451505),50.0,38000.0
2022-04-25 12:57:49.937,90302,454685,49343,Арматура А-3 №16 А500С,Арматура А3 А500С 16 мм рифленая,0.395,26781.0
2022-04-25 12:57:49.937,90302,454686,49343,Балка № 14Б1 ГОСТ Р 57837-17 СТ.09Г2С,Балка двутавровая (двутавр) 14 09Г2С ГОСТ 8239-89 (6m),96.0,121987.2
2022-04-25 12:57:49.937,90302,454687,49543,Доставка,Доставка,1.0,17000.0
2022-04-25 12:57:49.937,90302,454688,49543,Резка,Резка,1.0,5700.0
2022-04-25 14:57:03.502,90390,455044,48957,Кирпич рядовой одинарный полнотелый M150(ГОСТ 530-2012)Мстера,Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,21.09,297440.0
2022-04-25 16:26:55.994,90450,455251,45006,Цемент М-500 HAIDERCEM 50 кг Д20,Портландцемент ПЦ-500,40000.0,259200.0
2022-04-25 17:27:06.641,90495,455490,49594,Профиль маячковый оцинкованный 24*10*3000/МГ,"Профиль маячковый КМ Эксперт 10 мм 3 м 0,60 мм оцинкованный",5025.0,138690.0
2022-04-26 10:46:17.835,90610,455898,49487,Бита для шуруповерта 100мм РН2 Gigant GBS 11029,Бита (PH2; 100 мм) для шуруповерта Gigant GBS 11029,20.0,2464.0
2022-04-26 10:46:17.835,90610,455899,49487,"маркер-краска Red РМ-03, 4мм ""Нитро-основа"" красная","Маркер-краска лаковый (paint marker) 4 мм, КРАСНЫЙ, НИТРО-ОСНОВА, алюминиевый корпус, BRAUBERG PROFESSIONAL PL",50.0,2760.0
2022-04-26 10:46:17.835,90610,455900,49487,Уровень строительный фрезерованный STAYER PROStabil 1500мм,Уровень STAYER 3471-150_z01,10.0,11519.2
2022-04-26 10:49:51.848,90618,455936,49487,"Ведро оцинкованное для непищевых продуктов, 15 л",Металлическое оцинкованное ведро 15л СПЕЦ ВЕД-ОЦ-15,50.0,16600.0
2022-04-26 10:54:48.971,90620,455943,49594,Молоток Keser Yakar kerdesler,Молоток Турецкий (КЕСЕР) кирка,50.0,37500.0
2022-04-26 10:54:48.971,90620,455944,49594,Черенок для молотка Keser,Молоток Турецкий (КЕСЕР) кирка,0.0,4450.0
2022-04-26 11:22:12.264,90634,455994,49594,Смесь М-150Универсальная50 кг NOVAMIX,Сухая смесь монтажно-кладочная М150,100000.0,352000.0
2022-04-26 11:45:50.684,90646,456063,49487,Перчатки х/б 13 кл. один облив,Перчатки х/б 13кл один облив,5000.0,110000.0
2022-04-26 11:45:50.684,90646,456064,49487,Очиститель монтажной пены 500 мл,Очиститель монтажной пены Ремонт на 100% CLEANER REMTCL3700,50.0,6950.0
2022-04-26 11:45:50.684,90646,456065,49487,Кельма каменщика Трапеция 160 мм FIT 05026,Кельма каменщика Трапеция 160 мм FIT 05026,50.0,7770.0
2022-04-26 11:45:50.684,90646,456066,49487,"Проволока из нержавеющей стали 0,5 мм, длина 200 м// Сибртех","Нержавеющая проволока 0,5 мм на катушке 50 м",200.0,730.0
2022-04-26 11:45:50.684,90646,456067,49487,"Нить разметочная ПП 1,5мм 100м","ПВА нить 0,5мм-0,8mm (50м)",1000.0,300.0
2022-04-26 11:58:45.687,90662,456114,49668,Светодиодный комплекс Архиком Г образный,"Светодиодный комплекс «АрхиКом» Г-образный светильник. Высота 4 метра, Мощность LED элемента 30 или 40 Вт., 230В, 300К. Окрашен трехслойной полимерной краской",18.0,445500.0
2022-04-26 11:58:45.687,90662,456115,49668,Фундамент опоры,Фундамент опоры,18.0,57600.0
2022-04-26 12:23:54.232,90682,456196,49487,"NE-AD Колодка штепсельная 3-гн. с крышками, с/з, 16А, IP44 (каучук) (1/12/120)",Тройная однофазная каучуковая колодка с заглушками UNIVersal,54.0,12349.8
2022-04-26 12:23:54.232,90682,456197,49487,Лазерный уровень Fukuda 4D MW-94D-4GX,Самовыравнивающийся лазерный уровень FUKUDA 4D MW-94D-4GX (16 линий) работает от LI-ION аккумулятора,3.0,72585.0
2022-04-26 12:23:54.232,90682,456198,49487,"КРУГ ОТРЕЗНОЙ ПО МЕТАЛЛУ VERTEXTOOLS 125x2,5x22 (25/ 200)","Диск отрезной круг 125х2,5х22 мм",500.0,17000.0
2022-04-26 14:34:42.308,90775,456724,49594,"Мешки полипропиленовые зеленые 55 х 95 см, 40гр (100 шт)",Мешки для строительного мусора зеленые 50х90мм,500.0,5150.0
2022-04-26 15:14:25.880,90804,456849,49594,STAYER PROStabil 600 мм уровень строительный фрезерованный,"Коробчатый усиленный уровень STAYER EXPERT BlackMax с ручками, 0,5мм/м, 3 ампулы, 60см 3475-060",30.0,22830.0
2022-04-26 17:16:53.569,90865,457415,49778,"Услуга манипулятора 7т, 18.04.22г. - 23.04.22г., на объекте: г. Москва, ЗАО. ул. 3-я Черепковская. д.15А","Услуга манипулятора 7т, 18.04.22г. - 23.04.22г., на объекте: г. Москва, ЗАО. ул. 3-я Черепковская. д.15А",65.0,125937.5
2022-04-26 22:16:11.777,90928,457601,48957,Кирпич одинарный строительный полнотелый М-150 Смоленский,Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,76.05,1083420.0
2022-04-27 11:34:10.847,91006,458090,49868,"01.04.22 - 13.04.22, КМН - Комната
 Предоставление мест временного проживания по
договору","01.04.22 - 13.04.22, КМН - Комната
 Предоставление мест временного проживания по
договору",138.0,387504.0
2022-04-27 11:34:10.847,91006,458091,49868,"14.04.22 - 30.04.22, КМН - Комната
 Предоставление мест временного проживания по
договору","14.04.22 - 30.04.22, КМН - Комната
 Предоставление мест временного проживания по
договору",154.0,565488.0
2022-04-27 13:02:29.158,91075,458342,47786,"Насадка МОП Алабама 250 г веревочный резьбовой хлопок
жёлтый RK1544",Насадка МОП веревочная A-VM Алабама хлопок 30 см 250 г желтая 994452,15.0,3099.42
2022-04-27 15:28:16.146,91155,458992,49945,Бетонная смесь БСТ В25 П4 F200 W8,Бетонная смесь БСТ В25 П4 F200 W8,4.0,27560.0
2022-04-27 15:28:16.146,91155,458993,49945,Доставка автобетоносмесителем,Доставка автобетоносмесителем,10.0,6000.0
2022-04-27 15:41:51.925,91186,458878,48957,Кирпич рядовой одинарный полнотелый M150(ГОСТ 530-2012)КУЧИНО,Кирпич полнотелый керамический М150 250х120х65 ГОСТ 530-2012,23.5872,314496.0
2022-04-27 17:36:52.012,91234,459527,49981,"Услуги по обеспечению доступа к системе формирования цифровой исполнительной документации строительства BuildDocs для использования на объекте «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации.1 этап: Реконструкция строения № 7 по адресу: 121552, г.Москва, 3-я Черепковская ул., 15А, а также абонентскому обслуживанию указанной системы за апрель 2022г.","Услуги по обеспечению доступа к системе формирования цифровой исполнительной документации строительства BuildDocs для использования на объекте «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации.1 этап: Реконструкция строения № 7 по адресу: 121552, г.Москва, 3-я Черепковская ул., 15А, а также абонентскому обслуживанию указанной системы за апрель 2022г.",1.0,60000.0
2022-04-28 09:56:08.525,91313,459663,49969,"ПРАКТИКА Переходник SDS Мах - SDS Plus, 225мм 035-554",Переходник SDS Max - SDS Plus (225 мм) ПРАКТИКА 035-554,5.0,8714.3
2022-04-28 10:05:51.300,91321,459696,48390,Зарядное устройство GAL 1880 CV (картон) BOSCH 1 600 А00 B8G,"Аккумуляторная ударная дрель-шуруповерт Bosch GSB 18V-60 C 0.601.9G2.102  ,  в комплекте: 2 аккумулятора GBA 18V 2.0Ач , Быстрозарядное устройство AL 1814 CV",2.0,7166.0
2022-04-28 10:05:51.300,91321,459697,48390,"Li-Ion Аккум 18 В 2,0 Ач 1 шт","Аккумуляторная ударная дрель-шуруповерт Bosch GSB 18V-60 C 0.601.9G2.102  ,  в комплекте: 2 аккумулятора GBA 18V 2.0Ач , Быстрозарядное устройство AL 1814 CV",0.0,14000.0
2022-04-28 14:54:46.944,91434,460614,50083,"Оплата за выполнение работ по техническому обслуживанию и ремонту лифтов, расположенных на Объекте: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: г. Москва, 3-я Черепковская ул., дом 15А, строение 7 согласно договора № 14 от 18.10.21г. в апреле 2022г","Оплата за выполнение работ по техническому обслуживанию и ремонту лифтов, расположенных на Объекте: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: г. Москва, 3-я Черепковская ул., дом 15А, строение 7 согласно договора № 14 от 18.10.21г. в апреле 2022г",2.0,100000.0
2022-04-28 15:48:19.275,91455,460720,50093,Насадка разбрызгивателя с трубкой,Насадка разбрызгивателя с трубкой,1.0,3745.0
2022-04-28 15:48:19.275,91455,460721,50093,"Штихлинг - инструмент для чистки форсунок, д. 5 мм","Штихлинг - инструмент для чистки форсунок, д. 5 мм",2.0,1984.0
2022-04-28 15:48:19.275,91455,460722,50093,Доставка,Доставка,1.0,1000.0
2022-04-28 17:13:47.296,91495,461169,50106,"Оплата электрической энергии
по нерегулируемой цене","Оплата электрической энергии
по нерегулируемой цене",40003.0,234520.64
2022-05-04 10:15:01.058,91933,462946,50313,"ДВП оргалит 2140х1220х3.2мм, лист","Оргалит (ДВП) 3,2",699.69,80400.0
2022-05-04 10:15:01.058,91933,462947,50364,Транспортные услуги.,Транспортные услуги.,1.0,3500.0
2022-05-04 10:55:12.835,91970,463065,50323,"Хомут высокой нагрузки с резиновым профилем с гайкой М12 2 "" (59-66)","Хомут тяжелой нагрузки 2"" (58-66)",200.0,14840.0
2022-05-04 10:55:12.835,91970,463066,50323,"Хомут высокой нагрузки д/труб 4"" (108-116мм) гайка М12 и уплотн. с красной полосой MAYER","Хомут тяжелой нагрузки 4"" (108-116)",300.0,30000.0
2022-05-04 12:03:01.703,92011,463163,50323,Отвод 90 гр.89x3.5 ст.20 исп.2 ГОСТ 17375-2001,Отвод стальной бесшовный приварной Ду80,20.0,7480.0
2022-05-04 12:03:01.703,92011,463164,50323,Отвод 90 гр.57x3.0 ст.20 исп.2 ГОСТ 17375-2001,Отвод стальной бесшовный приварной Ду50,40.0,7820.0
2022-05-04 12:03:01.703,92011,463165,50323,Тройник 89x3.5 Ст.20 исп.2 ГОСТ 17376-2001,"Тройник стальной бесшовный приварной 88,9х3,2, Ру16  (ду 80)",30.0,20370.0
2022-05-04 12:03:01.703,92011,463166,50323,Заглушка 57x3.0 Ст.20 исп.2 ГОСТ 17379-2001,Заглушка эллиптическая бесшовная приварная Ду50,40.0,2240.0
2022-05-04 12:03:01.703,92011,463167,50402,Доставка,Доставка,1.0,4500.0
2022-05-04 11:55:43.496,92025,463208,50295,"Бумага SvetoCopy ECO (А4, марка С, 80 г/кв.м, 500 л)","Бумага SvetoCopy (А4, марка С, 80 г/кв.м, 500 л) 1556235",20.0,6127.44
2022-05-04 11:55:43.496,92025,463209,50295,Салфетки влажные AURA для детей ULTRA COMFORT 100шт. с крышкой,Влажные салфетки детские Aura Ultra Comfort 100 штук в упаковке 509996,30.0,3269.88
2022-05-04 11:55:43.496,92025,463210,50295,Ручка шариковая неавтоматическая Attache Economy оранж.корп. синий стерж,"Ручка шариковая Attache Economy синяя (оранжевый корпус, толщина линии 0.5 мм) 1113500",1.0,423.6
2022-05-04 11:55:43.496,92025,463211,50295,"Ручка гелевая PILOT BL-FR7 Frixion резин.манжет синий 0, 35мм Япония",Ручка гелевая Арт. 72661 72661,3.0,9936.43
2022-05-04 11:55:43.496,92025,463212,50295,Стикеры КОМУС с клеев.краем Куб 76x76 неон.цвета 400л,"Стикеры Комус 76х76 мм неоновые 4 цвета (1 блок, 400 листов) Арт. 154924 154924",5.0,1730.88
2022-05-04 11:55:43.496,92025,463213,50295,"Вода питьевая Святой Источник ПЭТ 0, 33л негаз.12 шт/уп",Вода питьевая Святой Источник негазированная 0.33 л (12 штук в упаковке) 73494,5.0,1594.98
2022-05-04 13:52:12.836,92108,463594,50313,"Затирочная машина БЗМ-600 (Honda GX160, 4,0кВт (5,5л.с.), 610мм, 120об/мин, компл-я: диск, лопасти)",Затирочная машина по бетону однороторная бензиновая BARIKELL Moskito 60 Blades 3005,1.0,103680.0
2022-05-04 13:52:12.836,92108,463595,50313,"Затирочный диск VPK 610 мм (3,00 мм,4 зацепа)","Диск затирочный с блокирующими шпильками, диам. 600 мм для  машин  BARIKELL Moskito 60 Blades 3005 4105",3.0,12600.0
2022-05-04 16:40:38.762,92246,464361,50293,"Подложка из вспененного полиэтилена 5мм (52,5м2)",Этафом 5мм,472.5,21735.0
2022-05-04 17:03:26.473,92267,464479,50354,Кабель КГтп 3x2.5 О.ббкВ (м) Конкорд 7421,Кабель КГ 3*2.5мм2,150.0,14824.8
2022-05-04 17:03:26.473,92267,464480,50354,Колодка 3-м 1ф 16А 250В IP44 (еврослот) с заглушками с заземл. каучук UNIVersal 602230,Тройная каучуковая розетка с заземлением с заглушками 16А IP54,10.0,2521.8
2022-05-04 17:03:26.473,92267,464481,50354,Вилка электрическая прямая однофазная 16А 250В IP44 с заземл. каучук (еврослот) UNIVersal 602227,Прямая вилка каучук 2Р+РЕ 16А 250В IP44,10.0,639.84
2022-05-04 17:12:02.118,92271,464497,50293,Таль ручная шестеренчатая (стационарная) HS-C - 5т х Зм,Таль цепная шестеренная 5 т 3 м,2.0,19152.0
2022-05-05 08:09:15.246,92341,464903,50534,"Услуга манипулятора 7т, 25.04.22г. - 30.04.22г., на объекте: г. Москва, ЗАО. ул. 3-я Черепковская, д.15А","Услуга манипулятора 7т, 25.04.22г. - 30.04.22г., на объекте: г. Москва, ЗАО. ул. 3-я Черепковская, д.15А",58.0,112375.0
2022-05-05 09:30:05.895,92367,464989,50545,"Оплата по Договору № 01/01/2022/КРДЛ-У от 24.12.2021 за услуги общественного питания для сотрудников, занятых на объекте реконструкции здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: 121552, г. Москва, ЗАО, ул. 3-я Черепковская, Д.15А за апрель 2022 г.","Оплата по Договору № 01/01/2022/КРДЛ-У от 24.12.2021 за услуги общественного питания для сотрудников, занятых на объекте реконструкции здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: 121552, г. Москва, ЗАО, ул. 3-я Черепковская, Д.15А за апрель 2022 г.",1.0,1089485.0
2022-05-05 09:30:05.895,92367,464990,50545,Предоплата по договору за апрель 2022 г.,Предоплата по договору за апрель 2022 г.,1.0,-547382.5
2022-05-05 09:34:58.739,92376,464999,50323,Труба чугунная DN 100 L=3000mm SML,Труба SML 100 - L=3000мм,300.0,633344.12
2022-05-05 09:34:58.739,92376,465000,50323,Отвод 45° DN 100 SML,Отвод 45° Короткий SML 100,30.0,19680.0
2022-05-05 09:34:58.739,92376,465001,50323,Тройник 45° DN 100*100 SML,Тройник 45° SML 100x100,20.0,33545.6
2022-05-05 09:34:58.739,92376,465002,50323,Ревизия чугунная с круглой крышкой DN 100 SML,Ревизия SML 100,35.0,76185.2
2022-05-05 09:34:58.739,92376,465003,50323,Соединительный хомут Rapid DN 100 W2,Хомут соединительный Rapid SML 100,400.0,73920.0
2022-05-05 11:43:49.216,92487,465501,50354,"Электроды AS R-143 3,2/350 (3.2кг)",Электроды для сварки ASKAYNAK  AS R-143    3.2 мм,102.4,24330.24
2022-05-05 11:43:49.216,92487,465502,50354,"Электроды AS R-143 2,50/350 (2,1 кг)",Электроды для сварки ASKAYNAK  AS R-143    2.5 мм,151.2,41673.74
2022-05-05 12:47:49.991,92530,465949,48957,"Штукатурка цементная ARCHIN 21, 30кг/49шт",Цементная штукатурка машинного нанесения KREISEL OPTIMA-PUTZ 521,19110.0,163072.0
2022-05-05 13:00:39.346,92544,465834,50512,"Манометр с поверкой тип ТМ-510Р.00, 0..1,6 МПа, 100 мм, G1/2""(снизу), кл.1,5, корпус-сталь, черный,Росма ТМ-510Р.00(0-1,6MPa)G1/2.1,5","Манометр стандартный - 1.6 Мпа - 100мм - Радиальный - 1/2""",5.0,6000.0
2022-05-05 13:00:39.346,92544,465835,50512,"Трехходовой кран G1/2-G1/2 ВР, PN 25, 150°C с фторопластовой прокладкой и натяжной гайкой, латунь, Росма 00000006160","Трехходовой кран - ( 1/2"" вн х 1/2"" вн )",5.0,4800.0
2022-05-05 13:00:39.346,92544,465836,50512,"Зачистка (для среднего слоя) торцеватель 20-25 мм, Pro Aqua",Зачистка для среднего слоя (торцеватель) PRO AQUA PP-R d-20-25 мм PA527008b,2.0,1300.0
2022-05-05 13:00:39.346,92544,465837,50512,Труборез EXPERT 42 мм KRAFTOOL,Труборез EXPERT 42 мм KRAFTOOL 23381-42_z01,4.0,4700.0
2022-05-05 13:00:39.346,92544,465838,50512,"Откидные трубные тиски (до 3"") для больших нагрузок REKON","Откидные трубные тиски (до 3"") для больших нагрузок REKON 031003",2.0,26100.0
2022-05-05 13:27:01.840,92558,465876,45215,Блок ОТЗВУК-ПВ 15В,"Трехпрограммный радиоузел однозвенной сети проводного вещания,
выходное напряжение блока 15В, мощность 50 Вт Отзвук-ПВ ООО «ОТЗВУК»",1.0,288444.6
2022-05-05 13:27:01.840,92558,465877,45215,Блок ИЛС-К,Блок для ЦУС ИЛС-2 ООО «ОТЗВУК»,1.0,132560.64
2022-05-05 13:27:01.840,92558,465878,45215,Коммутатор Eltex MES2408,Коммутатор ELTEX MES2408 г. Москва,2.0,110556.0
2022-05-05 13:27:01.840,92558,465879,45215,ИБП Eltena Intelligent E1100RT,Источник бесперебойного питания ELTENA Intelligent E1100RT ELTENA,2.0,79760.16
2022-05-05 13:27:01.840,92558,465880,45215,"Блок Силовых розеток БР 16-008, 19"" без шнура с выключателем ,8 розеток , номинальный ток 10А","Блок силовых розеток 19"" без шнура с выключателем, 8 розеток,
номинальный ток 10A БР 16-008 ЦМО",2.0,6406.92
2022-05-05 13:27:01.840,92558,465881,45215,Модуль управленя оповещением БСМС-VT исп.К,"Модуль управления оповещением БСМС-VT исп. К ООО ""Аргус-Спектр""",1.0,219780.0
